LotArea,LotConfig,Zone,Floors,OverallCond,YearBuilt,Rooms,SaleCondition,SalePrice
8877,Inside,Edwards,1Story,6,1938,3,Normal,100000
7200,Corner,IDOTRR,1.5Fin,6,1938,6,Normal,125500
2368,Inside,BrDale,2Story,6,1970,7,Normal,125000
9650,Inside,NWAmes,1Story,5,1977,6,Normal,167900
9246,Inside,NWAmes,1Story,5,1973,8,Normal,135000
4118,Corner,OldTown,1Story,4,1941,4,Normal,52500
13450,Corner,CollgCr,2Story,5,2002,8,Normal,200000
9560,Corner,CollgCr,1Story,7,1972,5,Normal,128500
8294,Inside,NAmes,1Story,5,1971,5,Normal,123000
13695,Inside,SawyerW,1Story,5,2003,6,Normal,155000
9375,Inside,CollgCr,2Story,5,2002,7,Normal,228500
7558,Inside,Crawfor,1.5Fin,6,1928,9,Normal,177000
11103,Corner,CollgCr,2Story,5,2006,8,Partial,155835
6000,Inside,OldTown,1Story,4,1920,5,Normal,108500
20781,CulDSac,NWAmes,1Story,7,1968,9,Normal,262500
15306,Corner,Timber,1Story,5,2006,7,Partial,283463
16196,Inside,SawyerW,1Story,5,1998,5,Normal,215000
5250,Inside,OldTown,2Story,5,1872,8,Normal,122000
11643,Inside,NAmes,2Story,5,1969,12,Normal,200000
9247,Inside,NAmes,2Story,6,1962,8,Normal,171000
6000,Inside,BrkSide,1.5Fin,9,1937,4,Normal,134900
14720,CulDSac,NoRidge,1.5Fin,5,1995,9,Normal,410000
10316,Inside,CollgCr,2Story,5,2000,7,Normal,235000
10192,Inside,NWAmes,SLvl,6,1968,8,Normal,170000
9477,Corner,NAmes,1Story,5,1966,5,Normal,110000
12537,CulDSac,NAmes,1Story,6,1971,6,Normal,149900
2117,Inside,Somerst,2Story,5,2000,5,Normal,177500
16737,FR3,NridgHt,1Story,5,2004,8,Normal,315000
9842,Inside,SWISU,2Story,6,1921,8,Normal,189000
16158,Inside,StoneBr,1Story,5,2005,7,Normal,260000
12513,FR2,NAmes,1.5Fin,4,1920,7,Normal,104900
8499,Inside,Gilbert,2Story,5,2006,6,Partial,156932
3180,Inside,Somerst,2Story,5,2005,4,Abnorml,144152
7500,Inside,Somerst,2Story,5,2000,7,Normal,216000
9179,Inside,CollgCr,2Story,5,1999,7,Abnorml,193000
2665,Inside,MeadowV,2Story,6,1977,6,Normal,127000
4435,Inside,CollgCr,1Story,5,2003,4,Normal,144000
10635,FR2,CollgCr,1Story,5,2003,8,Normal,232000
5400,Corner,OldTown,1.5Fin,6,1920,6,Normal,105000
9600,Inside,NAmes,SLvl,6,1955,8,Normal,165500
9750,Corner,CollgCr,2Story,6,1998,8,Normal,274300
11400,Inside,NoRidge,1Story,5,2001,8,Normal,466500
10625,Inside,Somerst,2Story,5,2005,9,Normal,250000
10991,Inside,Timber,1Story,5,2007,7,Partial,239000
6292,Inside,SWISU,1Story,5,1930,4,Normal,91000
10998,Inside,Edwards,1.5Fin,5,1941,6,Normal,117000
1953,Inside,BrDale,2Story,5,1973,5,Normal,83000
9735,Inside,Timber,SLvl,5,2006,7,Normal,167500
8212,Inside,Edwards,1Story,3,1914,5,Normal,58500
12925,Corner,NAmes,1Story,7,1970,7,Normal,237500
7200,Corner,OldTown,2Story,7,1920,8,Normal,157000
25339,Inside,Sawyer,1Story,7,1918,7,Normal,112000
9060,Inside,Edwards,1.5Fin,5,1939,6,Normal,105000
5436,Inside,IDOTRR,1.5Fin,8,1922,7,Normal,125500
16692,Inside,NWAmes,2Story,5,1978,12,Normal,250000
8520,Inside,OldTown,1.5Fin,7,1916,10,Family,136000
14892,CulDSac,Gilbert,1Story,5,2006,7,Normal,377500
6000,Inside,BrkSide,1.5Fin,6,1941,6,Normal,131000
9100,Inside,CollgCr,1Story,5,2000,6,Normal,235000
8944,Inside,NAmes,1Story,5,1967,8,Normal,124000
7838,Inside,NAmes,SFoyer,5,1967,6,Normal,123000
10800,Inside,OldTown,1.5Fin,7,1905,7,Normal,163000
4045,Inside,Blmngtn,1Story,5,2006,6,Partial,246578
12665,Inside,Timber,2Story,5,2005,9,Normal,281213
57200,Inside,Timber,1Story,5,1948,7,Normal,160000
6120,Inside,BrkSide,2Story,8,1920,8,Normal,137500
7200,Inside,NAmes,1.5Fin,4,1950,7,Normal,138000
6171,Inside,SWISU,1.5Fin,6,1925,7,Normal,137450
6000,Corner,BrkSide,1.5Fin,7,1929,5,Normal,120000
7415,Inside,Gilbert,2Story,5,2004,8,Normal,193000
6762,Inside,CollgCr,1Story,5,2006,6,Partial,193879
15256,CulDSac,Somerst,1Story,5,2007,6,Normal,282922
10410,Corner,OldTown,1.5Fin,4,1915,6,Family,105000
3842,Inside,Crawfor,1Story,5,2004,5,Normal,275000
8445,Corner,CollgCr,SFoyer,7,1972,5,Normal,133000
8780,Corner,Mitchel,1Story,5,1985,5,Normal,112000
7740,Inside,OldTown,2Story,7,1910,6,Normal,125500
20544,CulDSac,NWAmes,2Story,6,1986,7,Normal,215000
12420,Inside,CollgCr,2Story,5,2001,6,Normal,230000
9600,Inside,NAmes,1.5Fin,8,1950,6,Normal,140000
7200,Inside,NAmes,1Story,5,1949,6,Normal,90000
10994,Corner,SawyerW,1Story,5,2005,7,Abnorml,257000
13053,Inside,BrkSide,1.5Fin,7,1923,8,Normal,207000
3635,Inside,Blmngtn,1Story,5,2007,7,Normal,175900
11340,Inside,OldTown,2Story,6,1885,11,Normal,122500
16545,Inside,NoRidge,2Story,5,1998,7,Normal,340000
9204,Inside,NAmes,1Story,5,1963,6,Normal,124000
16381,Inside,Crawfor,1Story,5,1969,7,Normal,223000
11700,Corner,NWAmes,2Story,6,1968,7,Normal,179900
4043,Inside,NPkVill,1Story,5,1977,4,Normal,127500
4435,Inside,CollgCr,1Story,5,2003,3,Normal,136500
19690,CulDSac,Edwards,SLvl,7,1966,8,Alloca,274970
9503,Inside,NAmes,1Story,5,1958,6,Normal,144000
10721,Inside,NAmes,1Story,6,1959,7,Normal,142000
10944,Inside,NoRidge,2Story,5,1994,5,Normal,271000
10930,Inside,NAmes,1.5Fin,6,1945,6,Normal,140000
7200,Corner,OldTown,1Story,7,1940,4,Abnorml,119000
12546,Corner,NWAmes,1Story,7,1981,7,Normal,182900
21930,Inside,Gilbert,2Story,5,2005,7,Normal,192140
4928,Inside,NPkVill,1Story,6,1976,5,Normal,143750
10800,Inside,OldTown,1Story,6,1927,5,Normal,64500
10261,Inside,Gilbert,2Story,5,2000,8,Normal,186500
17400,Inside,Mitchel,1Story,5,1977,5,Normal,160000
8400,Inside,NAmes,1Story,9,1962,7,Abnorml,174000
9000,FR2,NAmes,1Story,6,1971,5,Normal,120500
12444,FR2,NridgHt,1Story,5,2008,7,Partial,394617
7407,Inside,OldTown,1Story,7,1957,6,Normal,149700
11584,Inside,NWAmes,SLvl,6,1979,6,Normal,197000
11526,Inside,Crawfor,2.5Fin,7,1922,11,Normal,191000
4426,Inside,CollgCr,1Story,5,2004,3,Normal,149300
11003,Inside,Somerst,2Story,5,2008,10,Normal,310000
8854,Inside,BrkSide,1.5Unf,6,1916,4,Normal,121000
8500,FR2,CollgCr,1Story,5,2004,7,Normal,179600
8400,Inside,Sawyer,SFoyer,5,1966,6,Normal,129000
26142,CulDSac,Mitchel,1Story,7,1962,6,Normal,157900
10000,Inside,CollgCr,2Story,5,1995,8,Normal,240000
11767,Inside,Edwards,2Story,7,1910,6,Normal,112000
1533,Inside,MeadowV,SFoyer,7,1970,3,Abnorml,92000
9000,FR2,NAmes,2Story,5,1974,8,Normal,136000
9262,Inside,Somerst,1Story,5,2008,7,Partial,287090
3675,Inside,Edwards,SLvl,5,2005,5,Normal,145000
17217,Inside,Mitchel,1Story,5,2006,6,Abnorml,84500
7500,Inside,Somerst,1Story,5,2004,6,Normal,185000
7917,Inside,Gilbert,2Story,5,1999,7,Normal,175000
13175,Inside,NWAmes,1Story,6,1978,7,Normal,210000
9042,Inside,Crawfor,2Story,9,1941,9,Normal,266500
9717,Inside,NAmes,1Story,6,1950,5,Normal,142125
9937,Inside,Edwards,1Story,6,1965,6,Normal,147500
